kingdom,phylum,class,order,family,genus,species,iucn_redlist_id,iucn_redlist_category,common_name_en,common_name_fr,common_name_sp,country_distribution
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Arthroleptella,landdrosia,58060,NT,"Landdros Moss Frog",,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Arthroleptella,lightfooti,58061,NT,"Lightfoot S Moss Frog",,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,bagginsi,57713,NT,,,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,gibbosus,3069,NT,"Cape Rain Frog",,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,sylvestris,57721,NT,"Forest Rain Frog",,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,capense,3441,NT,"Cape Caco",,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,platys,58072,NT,"Flat Caco",,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Hemisotidae,Hemisus,guttatus,55280,NT,"Spotted Snout Burrower",,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Poyntonia,paludicola,58153,NT,,,,"[""ZAF""]"
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Anhydrophryne,rattrayi,1301,VU,"Hogsback Frog",,,"[""ZAF""]"
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Heteromirafra,ruddi,22717153,EN,"Rudd S Lark","Alouette De Rudd",,"[""ZAF""]"
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Spizocorys,fringillaris,22717368,EN,"Botha S Lark","Alouette De Botha",,"[""ZAF""]"
Animalia,Chordata,Aves,Charadriiformes,Turnicidae,Turnix,hottentottus,22725519,EN,"Black Rumped Buttonquail","Turnix Hottentot",,"[""ZAF""]"
Animalia,Chordata,Aves,Piciformes,Picidae,Campethera,notata,22680910,NT,"Knysna Woodpecker","Pic Tigré",,"[""ZAF""]"
Animalia,Chordata,Aves,Passeriformes,Chaetopidae,Chaetops,frenatus,22708094,NT,"Cape Rock Jumper","Sauteur Des Rochers",,"[""ZAF""]"
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Crithagra,leucoptera,22720283,NT,"Protea Canary","Serin Des Protéas",,"[""ZAF""]"
Animalia,Chordata,Aves,Otidiformes,Otididae,Afrotis,afra,22691975,VU,,,,"[""ZAF""]"
Animalia,Chordata,Aves,Passeriformes,Locustellidae,Bradypterus,sylvaticus,22714480,VU,"Knysna Scrub Warbler","Fauvette De Knysna",,"[""ZAF""]"
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Calendulauda,burra,22717180,VU,"Ferruginous Lark","Alouette Ferrugineuse",,"[""ZAF""]"
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Bunolagus,monticularis,3326,CR,"Bushman Hare",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,62007,EN,"Marley S Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,4828,EN,"Giant Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Cryptochloris,zyli,5749,EN,"Van Zyl's Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus,gunningi,1087,EN,"Gunning's Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus,julianae,1089,EN,"Juliana's Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,62006,NT,"Fynbos Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Myosorex,sclateri,14114,NT,"Sclater S Mouse Shrew",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,62008,VU,"Robust Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,4768,VU,"Duthie S Golden Mole",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Myosorex,longicaudatus,14108,VU,"Long Tailed Forest Shrew",,,"[""ZAF""]"
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,cohenae,64587154,VU,,,,"[""ZAF""]"
Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,antarcticus,22718588,NT,"South Georgia Pipit",,,"[""SGS""]"
Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,arnoldi,136131,CR,,,,"[""ESP""]"
Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,dickhilleni,979,VU,"Betic Midwife Toad",,"Sapo Partero Bético","[""ESP""]"
Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,977,VU,"Balearic Midwife Toad","Alyte Accoucheur De Majorque",Ferreret,"[""ESP""]"
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,polatzeki,103822640,EN,,,,"[""ESP""]"
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,junoniae,22690122,NT,"Laurel Pigeon","Pigeon Des Lauriers","Paloma Rabiche","[""ESP""]"
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,teydea,103822567,NT,,,,"[""ESP""]"
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,dacotiae,22710177,NT,"Canary Chat","Traquet Des Canaries","Tarabilla Canaria","[""ESP""]"
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,canariensis,5560,EN,"Canarian Shrew","Crocidure Des Canaries","Musaraña Canaria","[""ESP""]"
Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,pardinus,12520,EN,"Iberian Lynx","Lynx D'espagne","Lince Ibérico","[""ESP""]"
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,castroviejoi,11797,VU,"Broom Hare","Lièvre De Castroviejo","Liebre De Piornal","[""ESP""]"
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,teneriffae,17602,VU,"Canary Big Eared Bat","Oreillard De Tenerife","Murciélago Orejudo Canario","[""ESP""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Adenomus,dasi,54457,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Microhyla,karunaratnei,57883,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Nannophrys,marmorata,58391,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,decoris,58834,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,limbus,58863,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,lunatus,58866,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,macropus,58868,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,nemus,58879,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,ocularis,58881,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,procax,58890,CR,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Adenomus,kelaartii,54459,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,kotagamai,54683,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,noellerti,54716,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Fejervarya,greenii,58271,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Microhyla,zeylanica,57895,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Nannophrys,naeyakai,135839,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,alto,58813,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,asankai,58817,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,auratus,58819,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,caeruleus,58825,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,cavirostris,58828,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,cuspis,58833,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,femoralis,58841,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,folicola,58844,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,frankenbergi,61879,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,fulvus,58845,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,hoffmanni,61882,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,microtympanum,58874,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,mooreorum,61884,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,poppiae,61887,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,reticulatus,58893,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,sarasinorum,58898,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,schmarda,58900,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,silus,58904,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,silvaticus,58933,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,singu,187831,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,steineri,61888,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,stuarti,61889,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,tanu,187832,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Raorchestes,viridis,58934,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Taruga,eques,58946,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Taruga,longinasus,58954,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Uperodon,palmatus,57990,EN,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,sordidus,58908,NT,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,stictomerus,58920,NT,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Uperodon,obscurus,57989,NT,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,orthoplicatus,59628,VU,"Pattipola Caecilian",,,"[""LKA""]"
Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,pseudangularis,59631,VU,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Nannophrys,ceylonensis,58389,VU,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,hallidayi,61881,VU,,,,"[""LKA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Uperodon,nagaoi,57988,VU,,,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Myophonus,blighi,22708292,EN,"Ceylon Whistling Thrush",,,"[""LKA""]"
Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,thilohoffmanni,22732040,EN,"Serendib Scops Owl",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,vincens,22717490,NT,"Legge S Flowerpecker",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Locustellidae,Elaphrornis,palliseri,22714545,NT,"Ceylon Bush Warbler",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Eumyias,sordidus,22709433,NT,"Dull Blue Flycatcher",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Turdidae,Geokichla,spiloptera,22708478,NT,"Spot Winged Thrush",,,"[""LKA""]"
Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,castanotum,22689286,NT,,,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Gracula,ptilogenys,22710988,NT,"Ceylon Myna",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,penicillatus,22712722,NT,"Yellow Eared Bulbul",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Leiotrichidae,Turdoides,rufescens,22716406,NT,"Orange Billed Babbler",,,"[""LKA""]"
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,chlororhynchos,22684257,VU,,,,"[""LKA""]"
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,torringtoniae,22690178,VU,"Ceylon Wood Pigeon",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Leiotrichidae,Garrulax,cinereifrons,22715586,VU,"Ashy Headed Laughingthrush",,,"[""LKA""]"
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Phaenicophaeus,pyrrhocephalus,22684123,VU,"Red Faced Malkoha",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnornis,albofrontatus,22710844,VU,"White Faced Starling",,,"[""LKA""]"
Animalia,Chordata,Aves,Passeriformes,Corvidae,Urocissa,ornata,22705787,VU,"Ceylon Blue Magpie",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,miya,5608,EN,"Sri Lankan Long Tailed Shrew",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,12375,EN,"Red Slender Loris","Loris Grèle","Loris Fino","[""LKA""]"
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,12560,EN,"Toque Macaque","Macaque Couronné","Macaca De Sri Lanka","[""LKA""]"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,fernandoni,13961,EN,"Ceylon Spiny Mouse",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,montanus,19348,EN,"Nellu Rat",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Solisorex,pearsoni,20332,EN,"Pearson S Long Clawed Shrew",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,fellowesgordoni,21143,EN,"Ceylon Pygmy Shrew",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,zeylanicus,21148,EN,"Ceylon Jungle Shrew",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,vetulus,22042,EN,"Purple Faced Langur","Semnopithèque Blanchâtre","Langur De Cara Roja","[""LKA""]"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Vandeleuria,nolthenii,22844,EN,"Nolthenius S Long Tailed Climbing Mouse",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,layardi,8700,VU,"Layard's Palm Squirrel",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,mayori,13969,VU,"Highland Rat",,,"[""LKA""]"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Srilankamys,ohiensis,20688,VU,"Ohiya Rat",,,"[""LKA""]"
Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,minutissimus,22680726,NT,"Arrowhead Piculet",,,"[""SUR""]"
Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,Squatina,formosa,161456,EN,"Taiwan Angelshark","Ange De Mer Moinillon","Angelote De Taiwan","[""TWN""]"
Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,formosanus,59093,EN,,,,"[""TWN""]"
Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,sonani,59102,EN,,,,"[""TWN""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Micryletta,steinegeri,57897,EN,,,,"[""TWN""]"
Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,sauteri,58487,EN,"Sauter S Brown Frog",,,"[""TWN""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,aurantiventris,58975,EN,,,,"[""TWN""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,prasinatus,59014,NT,,,,"[""TWN""]"
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,taipeianus,59022,NT,"Taipei Tree Frog",,,"[""TWN""]"
Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,arisanensis,59090,VU,,,,"[""TWN""]"
Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,longicrus,58646,VU,,,,"[""TWN""]"
Animalia,Chordata,Aves,Passeriformes,Leiotrichidae,Garrulax,taewanus,22734473,NT,"Taiwan Hwamei",,,"[""TWN""]"
Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura,swinhoii,22679241,NT,"Swinhoe S Pheasant",,"Faisán De Formosa","[""TWN""]"
Animalia,Chordata,Aves,Passeriformes,Paridae,Machlolophus,holsti,22711939,NT,"Yellow Tit",,,"[""TWN""]"
Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus,mikado,22679336,NT,"Mikado Pheasant",,"Faisán Mikado","[""TWN""]"
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,taivanus,22712646,VU,"Styan S Bulbul",,,"[""TWN""]"
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina,puta,13944,NT,"Taiwan Tube Nosed Bat",,,"[""TWN""]"
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,taivanus,17601,NT,"Formosan Long Eared Bat",,,"[""TWN""]"
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,formosae,136644,NT,"Formosan Woolly Horseshoe Bat",,,"[""TWN""]"
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Fluvitrygon,kittipongi,161719,EN,"Roughback Whipray",,,"[""THA""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Narcinidae,Narcine,brevilabiata,61406,VU,"Shortlip Electric Ray",,,"[""THA"",""VNM""]"
Animalia,Chordata,Amphibia,Anura,Ceratobatrachidae,Alcalus,tasanae,41240,VU,"Smith S Wrinkled Frog",,,"[""THA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Ansonia,siamensis,54482,VU,,,,"[""THA""]"
Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Limnonectes,isanensis,48109487,VU,,,,"[""THA""]"
Animalia,Chordata,Amphibia,Anura,Ranidae,Odorrana,indeprensa,136188,VU,,,,"[""THA""]"
Animalia,Chordata,Aves,Passeriformes,Pittidae,Hydrornis,gurneyi,22698628,EN,"Gurney's Pitta",,,"[""THA""]"
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Turdinus,calcicola,103869689,VU,,,,"[""THA""]"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Niviventer,hinpoon,14821,EN,"Limestone Niviventer",,,"[""THA""]"
Animalia,Chordata,Mammalia,Chiroptera,Craseonycteridae,Craseonycteris,thonglongyai,5481,VU,"Bumblebee Bat",,,"[""THA""]"
Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,halophyllus,10137,VU,"Thailand Leaf Nosed Bat",,,"[""THA""]"
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,montanus,136248,EN,"Timorese Horseshoe Bat",,,"[""TLS""]"
Animalia,Chordata,Amphibia,Anura,Hemiphractidae,Flectonotus,fitzgeraldi,55316,EN,"Marsupial Frog",,"Ranita Marsupial De Fitzgerald","[""TTO"",""VEN""]"
Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,urichi,57027,EN,,,"Sapito Oriental De Urich","[""TTO"",""VEN""]"
Animalia,Chordata,Amphibia,Anura,Centrolenidae,Hyalinobatrachium,orientale,55025,VU,,,"Ranita De Cristal Oriental","[""TTO"",""VEN""]"
Animalia,Chordata,Amphibia,Anura,Aromobatidae,Mannophryne,olmonae,55249,VU,"Bloody Bay Poison Frog",,,"[""TTO""]"
Animalia,Chordata,Amphibia,Anura,Aromobatidae,Mannophryne,trinitatis,55251,VU,"Yellow Throated Frog",,"Ranita Montanera","[""TTO""]"
Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,turpinorum,57018,VU,,,,"[""TTO""]"
Animalia,Chordata,Aves,Galliformes,Cracidae,Pipile,pipile,22678401,CR,"Common Piping Guan",,"Pava Rajadora","[""TTO""]"
Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Campylopterus,ensipennis,22687078,NT,"White Tailed Sabrewing",,"Ala De Sable Verde","[""TTO"",""VEN""]"
Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,caralitanus,135806,NT,,,,"[""TUR""]"
Animalia,Chordata,Amphibia,Caudata,Salamandridae,Neurergus,strauchii,14735,VU,"Strauch S Spotted Newt",,,"[""TUR""]"
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,xanthoprymnus,20496,NT,"Asia Minor Ground Squirrel",,,"[""TUR""]"
Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,lentus,56711,EN,"Mute Coqui",,,"[""VIR""]"
Animalia,Chordata,Aves,Passeriformes,Macrosphenidae,Sylvietta,chapini,22715107,CR,,,,"[""UGA""]"
Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,spekeoides,22718933,NT,"Fox S Weaver","Tisserin De Fox",,"[""UGA""]"
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus,tephrosceles,18256,EN,,,,"[""UGA"",""TZA""]"
Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,arenarius,20428,EN,"Sandy Mole Rat",,,"[""UKR""]"
Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Sicista,loriger,110500058,VU,,,,"[""UKR""]"
Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,zemni,42655,VU,"Podolian Mole Rat",,,"[""UKR""]"
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Rhinobatidae,Acroteriobatus,zanzibarensis,60176,NT,"Zanzibar Guitarfish",,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Arthroleptis,kutogundua,16770720,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Callulina,kanga,193426,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Callulina,shengena,193428,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Callulina,stanleyi,193429,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Churamiti,maridadi,54802,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,davenporti,69119609,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,ruvuensis,69119695,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,tanneri,56212,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,watsonae,135845,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Mertensophryne,usambarae,54890,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Nectophrynoides,laticeps,136057,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Nectophrynoides,paulae,136007,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Nectophrynoides,pseudotornieri,54843,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Parhoplophryne,usambarica,57946,CR,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,dorsimaculatus,136149,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Petropedetidae,Arthroleptides,martiensseni,58064,EN,"Usambara Torrent Frog",,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Petropedetidae,Arthroleptides,yakusini,58065,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Arthroleptis,fichika,175359,EN,"Hidden Squeaker Frog",,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Arthroleptis,tanneri,54388,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Arthroleptis,xenodactylus,73343869,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Callulina,kisiwamsitu,61847,EN,"Mazumbai Warty Frog",,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Hoplophryne,rogersi,57822,EN,"Usambara Blue Bellied Frog",,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Microhylidae,Hoplophryne,uluguruensis,57823,EN,"Uluguru Blue Bellied Frog",,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,kihangensis,56148,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,puncticulatus,56187,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,ukwiva,69192581,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Kassina,jozani,136136,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Leptopelis,parkeri,56277,EN,,,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Leptopelis,vermiculatus,56284,EN,"Big Eyed Tree Frog",,,"[""TZA""]"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Mertensophryne,howelli,54888,EN,,,,"[""TZA""]"
