col_id,vernacular_names_eng,vernacular_names_spa,vernacular_names_por,vernacular_names_fra,vernacular_names_rus,vernacular_names_deu,vernacular_names_ita,vernacular_names_jpn,vernacular_names_zho,vernacular_names_kor
854SP,ridged slipper lobster,,,,,,,,,
854SN,Mediterranean slipper lobster,,,,,,,,,
854SL,Aesop slipper lobster,,,,,,,,,
854SF,Galapagos slipper lobster,,,,,,,,,
854SJ,three-spot slipper lobster,,,,,,,,,
854SK,cape slipper lobster,,,,,,,,,
854SG,Brazilian slipper lobster,,,,,,,,,
854SH,hooded slipper lobster,,,,,,,,,
BMJWV,"mud lobsters, mud shrimps",,,,,,,,,
BMHJY,mud shrimps,,,,,,,,,
BMJVM,mud lobsters,,,,,,,,,
BMXLG,Mediterranean mud shrimp,,,,,,,,,
BMXLC,Japanese mud shrimp,,,,,,,,,
BMXKW,coastal mud shrimp,,,,,,,,,
BMXLF,blue mud shrimp,,,,,,,,,
BMXL2,cape mud shrimp,,,,,,,,,
BMW6G,operculate mud shrimp,,,,,,,,,
BMNRY,Chinese mud shrimp,,,,,,,,,
BMX9N,scorpion mud lobster,,,,,,,,,
87BWD,"coral shrimps, glass sponge shrimps",,,,,,,,,
87CB8,glass sponge shrimps,,,,,,,,,
87CBC,coral shrimps,,,,,,,,,
8967G,Caribbean glass-sponge shrimp,,,,,,,,,
88P3Q,"crimson coral shrimp, crimson lima shrimp",,,,,,,,,
88P3P,tawny conch shrimp,,,,,,,,,
896MP,"banded coral shrimp, redbanded coral shrimp",,,,,,,,,
896MT,golden coral shrimp,,,,,,,,,
896MQ,flameback coral shrimp,,,,,,,,,
896MS,"golden coral shrimp, yellowbanded coral shrimp",,,,,,,,,
896MN,twostripe coral shrimp,,,,,,,,,
88SNH,grooved odontozonid,,,,,,,,,
88SNG,sponge odontozonid,,,,,,,,,
B6NJ9,hairy stone crabs,,,,,,,,,
B6NJ8,"mole crabs, sand crabs",,,,,,,,,
BRKMF,"porcelain crabs, squat lobsters",,,,,,,,,
BRKPM,hermit crabs,,,,,,,,,
BRKPZ,king crabs,,,,,,,,,
B3HGN,sand crabs,,,,,,,,,
7TVQC,slender crayfish,,,,,,,,,
7TVQG,spiny stream crayfish,,,,,,,,,
7TVQN,painted crayfish,,,,,,,,,
7TVQM,Conchas crayfish,,,,,,,,,
7TVQR,Reticulate Crayfish,,,,,,,,,
7TVQQ,saddle crayfish,,,,,,,,,
7TVQV,coldwater crayfish,,,,,,,,,
7TVQT,Ets Crayfish,,,,,,,,,
7TVQY,belted crayfish,,,,,,,,,
7TVQX,Surgeon Crayfish,,,,,,,,,
7TVR2,Yazoo Crayfish,,,,,,,,,
7TVR3,Teche Painted Crawfish,,,,,,,,,
7TVR4,Pontchartrain Painted Crawfish,,,,,,,,,
7TVR5,Bimaculate Crayfish,,,,,,,,,
7TVR6,woodland crayfish,,,,,,,,,
7TVR7,Shawnee Crayfish,,,,,,,,,
7TVR8,calico crayfish,,,,,,,,,
7TVR9,Indiana Crayfish,,,,,,,,,
7TVRB,Louisville crayfish,,,,,,,,,
7TVRC,Sucarnoochee River crayfish,,,,,,,,,
7TVRD,Kentucky River Crayfish,,,,,,,,,
7TVRF,Kentucky crayfish,,,,,,,,,
7TVRG,shrimp crayfish,,,,,,,,,
7TVRH,Little River Creek Crayfish,,,,,,,,,
7TVRR,saddleback crayfish,,,,,,,,,
7TVRQ,Livingston Crayfish,,,,,,,,,
7TVRP,"Mammoth Spring Crayfish, Sharp River crayfish",,,,,,,,,
7TVRN,Kisatchie Painted Crayfish,,,,,,,,,
7TVRM,Neosho midget crayfish,,,,,,,,,
7TVRL,golden crayfish,,,,,,,,,
7TVV3,Hardin crayfish,,,,,,,,,
7TVV2,Williams crayfish,,,,,,,,,
7TVTY,virile crayfish,,,,,,,,,
7TVTW,Chowanoke crayfish,,,,,,,,,
7TVQ2,Screaming Eagle crayfish,,,,,,,,,
7TVTZ,Eleven Point River crayfish,,,,,,,,,
7TVT7,spring river crayfish,,,,,,,,,
7TVTL,Caney Mountain cave crayfish,,,,,,,,,
7TVTJ,Little Wabash crayfish,,,,,,,,,
7TVTV,Powerful Crayfish,,,,,,,,,
7TVTT,"Rhode crayfish, Western Highland Crayfish",,,,,,,,,
7TVTQ,Sinkhole Crayfish,,,,,,,,,
7TVTB,rusty crayfish,,,,,,,,,
7TVTC,"Sanborn crayfish, Sanborn's Crayfish",,,,,,,,,
7TVTG,Sloan crayfish,,,,,,,,,
7TVTH,Coosa River Spiny Crayfish,,,,,,,,,
7TVTD,Kiamichi crayfish,,,,,,,,,
7TVTF,Nashville crayfish,,,,,,,,,
7TVSZ,St. Francis River crayfish,,,,,,,,,
7TVSX,spothand crayfish,,,,,,,,,
7TVSY,phallic crayfish,,,,,,,,,
7TVT6,Fishhook Crayfish,,,,,,,,,
7TVT8,Mud River crayfish,,,,,,,,,
7TVT3,"Rafinesque crayfish, Rough River Crayfish",,,,,,,,,
7TVSQ,Leopard Crayfish,,,,,,,,,
7TVST,Big Creek crayfish,,,,,,,,,
7TVSR,Complete Crayfish,,,,,,,,,
7TVSW,northern clearwater crayfish,,,,,,,,,
7TVSV,"Bigclaw Crayfish, placid crayfish",,,,,,,,,
7TVSF,ringed crayfish,,,,,,,,,
7TVSG,Allegheny crayfish,,,,,,,,,
7TVSK,Ozark crayfish,,,,,,,,,
7TVSP,gray-speckled crayfish,,,,,,,,,
7TVSM,Mottled Crayfish,,,,,,,,,
7TVRS,Meek crayfish,,,,,,,,,
7TVRT,Mena Crayfish,,,,,,,,,
7TVRX,Wonderful Crayfish,,,,,,,,,
7TVS3,Mississippi crayfish,,,,,,,,,
7TVS6,Water Nymph Crayfish,,,,,,,,,
7TVSB,Midget Crayfish,,,,,,,,,
7TVRJ,spinycheek crayfish,,,,,,,,,
7TVRK,longpincered crayfish,,,,,,,,,
7RFF8,"bottle brush crayfish, bottlebrush crayfish",,,,,,,,,
7VD89,Pearl riverlet crayfish,,,,,,,,,
7VD8H,Yalobusha riverlet crayfish,,,,,,,,,
7VD8C,Oktibbeha riverlet crayfish,,,,,,,,,
7VD8B,Crested Riverlet Crayfish,,,,,,,,,
7VD8G,Choctaw riverlet crayfish,,,,,,,,,
7VD8F,Prominence Riverlet Crayfish,,,,,,,,,
7VD8D,Tombigbee riverlet crayfish,,,,,,,,,
7TVHN,Texas prairie crayfish,,,,,,,,,
7TVJK,saline burrowing crayfish,,,,,,,,,
7TVJF,slenderwrist burrowing crayfish,,,,,,,,,
7TVJL,Ouachita Mountain Crayfish,,,,,,,,,
7TVJB,Old Prairie Digger,,,,,,,,,
7TVJ6,Daisy Burrowing Crayfish,,,,,,,,,
7TVHW,Ouachita burrowing crayfish,,,,,,,,,
7TVHP,Pine Hills Digger,,,,,,,,,
7X4TN,spider cave crayfish,,,,,,,,,
7RNDL,Bayou Bodcau Crayfish,,,,,,,,,
7RTW7,Shortfinger Crayfish,,,,,,,,,
7RTW5,Big South Fork crayfish,,,,,,,,,
7RTW4,bluegrass crayfish,,,,,,,,,
7RTW3,Common Crayfish,,,,,,,,,
7RTVX,Mitten Crayfish,,,,,,,,,
7RTVK,Acuminate Crayfish,,,,,,,,,
7RTWH,rock crawfish,,,,,,,,,
7RV5T,Tuckasegee Stream Crayfish,,,,,,,,,
7RTZQ,Spiny Scale Crayfish,,,,,,,,,
7RV27,Broad River crayfish,,,,,,,,,
7RTXQ,Carolina ladle crayfish,,,,,,,,,
7RTZF,Rocky River crayfish,,,,,,,,,
7RV68,White Spring cave crayfish,,,,,,,,,
7RV6N,Brawleys Fork crayfish,,,,,,,,,
7RV2P,freckled crayfish,,,,,,,,,
7RTVT,Angled Crayfish,,,,,,,,,
7RTY7,Elk River crayfish,,,,,,,,,
7RTVJ,"Benton County cave crayfish, cave crayfish",,,,,,,,,
7RV2G,Blue Teays mudbug,,,,,,,,,
7RV5L,Delaware County cave crayfish,,,,,,,,,
7RTYH,Allegheny Mountain mudbug,,,,,,,,,
7RTYL,South Mountains crayfish,,,,,,,,,
7RV43,phantom cave crayfish,,,,,,,,,
7RTZS,Carolina Foothills Crayfish,,,,,,,,,
7RTZM,Sandhills Spiny Crayfish,,,,,,,,,
7RTWX,Short Mountain Crayfish,,,,,,,,,
7RTY6,Grandfather Mountain Crayfish,,,,,,,,,
7RTY4,Dougherty Burrowing Crayfish,,,,,,,,,
7RTW8,Valley River Crayfish,,,,,,,,,
7RTVV,Conhaway crayfish,,,,,,,,,
7RTWF,Big Sandy crayfish,,,,,,,,,
7RV5J,Lean Crayfish,,,,,,,,,
7RV5H,"Ambiguous Crayfish, Hay crayfish",,,,,,,,,
7RV5C,Broad River Spiny Crayfish,,,,,,,,,
7RV5B,Triangleclaw Crayfish,,,,,,,,,
7RV62,Blackbarred Crayfish,,,,,,,,,
7RV5S,Oconee burrowing crayfish,,,,,,,,,
7RV5P,cavespring crayfish,,,,,,,,,
7RV5M,Oklahoma cave crayfish,,,,,,,,,
7RV4T,Depression crayfish,,,,,,,,,
7RV4R,big water crayfish,,,,,,,,,
7RV4Q,Pine Savannah Crayfish,,,,,,,,,
7RV4P,Sickle Crayfish,,,,,,,,,
7RV58,Beautiful Crayfish,,,,,,,,,
7RV52,bristly cave crayfish,,,,,,,,,
7RV4Z,Chatooga crayfish,,,,,,,,,
7RV4Y,Teays River crayfish,,,,,,,,,
7RV3M,Ortmann mudbug,,,,,,,,,
7RV6D,"Big Sandy crayfish, Guyandotte River crayfish",,,,,,,,,
7RV6V,"Hell Creek cave crayfish, cave crayfish",,,,,,,,,
7RTXB,Coosa Crayfish,,,,,,,,,
7RTX3,Mountain Crayfish,,,,,,,,,
7RTWR,Chauga crayfish,,,,,,,,,
7RTWQ,New River crayfish,,,,,,,,,
7RTWM,Boston Mountains Crayfish,,,,,,,,,
7RTWL,Greensboro burrowing crayfish,,,,,,,,,
4ZGN5,Smallhead Redeye Cicada,,,,,,,,,
7RTWK,Red Burrowing Crayfish,,,,,,,,,
7RTW9,"Bunting crayfish, Longclaw Crayfish",,,,,,,,,
7RTXY,boxclaw crawfish,,,,,,,,,
7RTXS,valley flame crayfish,,,,,,,,,
7RTXP,Conasauga Blue Burrower,,,,,,,,,
7RTXN,Cumberland crayfish,,,,,,,,,
7RTXM,Dougherty Plain cave crayfish,,,,,,,,,
7RTXK,Hairyfoot Crayfish,,,,,,,,,
7RTXJ,Slenderclaw Crayfish,,,,,,,,,
7RTXC,Coosawattae crayfish,,,,,,,,,
7RTYR,Little Tennessee crayfish,,,,,,,,,
7RTYS,Tanback Crayfish,,,,,,,,,
7RTYM,hairy crayfish,,,,,,,,,
7RTYQ,Linear Cobalt Crayfish,,,,,,,,,
7RTYC,Chickamauga crayfish,,,,,,,,,
7RTYF,Etowah crayfish,,,,,,,,,
7RTY5,upland burrowing crayfish,,,,,,,,,
7RTY8,Tallapoosa Crayfish,,,,,,,,,
7RTZJ,Hubbs' Crayfish,,,,,,,,,
7RTZK,Salem cave crayfish,,,,,,,,,
7RTZD,Hiwassee crayfish,,,,,,,,,
7RTZG,Chattahoochee crayfish,,,,,,,,,
7RTZ2,Prickly Cave Crayfish,,,,,,,,,
7RTZ4,piedmont blue burrower,,,,,,,,,
7RTYV,"Twospot Crayfish, two-spot crayfish",,,,,,,,,
7RTYY,Slackwater Crayfish,,,,,,,,,
7RV32,Blue Crawfish,,,,,,,,,
7RV2R,Greensaddle Crayfish,,,,,,,,,
7RV3D,Knotty Burrowing Crayfish,,,,,,,,,
7RV3C,Greenbrier cave crayfish,,,,,,,,,
7RV24,Variable Crayfish,,,,,,,,,
7RTZT,Alabama cave crayfish,,,,,,,,,
7RV2F,Atlantic Slope Crayfish,,,,,,,,,
7RV2C,Longnose Crayfish,,,,,,,,,
7RV4F,pristine crayfish,,,,,,,,,
7RV3X,mountain midget crayfish,,,,,,,,,
7RV4N,French Broad crayfish,,,,,,,,,
7RV4L,fireback crayfish,,,,,,,,,
7RV3J,Sloped Crayfish,,,,,,,,,
7RV3G,Obey crayfish,,,,,,,,,
7RV3V,Hiwassee headwater crayfish,,,,,,,,,
7VKRP,Jewel Mudbug,,,,,,,,,
7VKRW,Lonesome Gravedigger,,,,,,,,,
7VKRS,Banded Mudbug,,,,,,,,,
7VKRN,Crawzilla Crawdad,,,,,,,,,
7VKRT,Painted Devil Crayfish,,,,,,,,,
7VKRV,Rusty Grave Digger,,,,,,,,,
7VKRX,Paintedhand Mudbug,,,,,,,,,
7VKRY,Little Brown Mudbug,,,,,,,,,
7VKRM,Thornytail Crayfish,,,,,,,,,
7VKRQ,"devil crawfish, devil crayfish",,,,,,,,,
7WLY5,White Tubercled Crayfish,,,,,,,,,
7WLY8,Choctawhatchee Crayfish,,,,,,,,,
7WLYC,Bastrop crayfish,,,,,,,,,
7WLYH,Eastern Red Swamp Crawfish,,,,,,,,,
7WLY2,Seminole crayfish,,,,,,,,,
7WLY3,Gulf Crayfish,,,,,,,,,
7WLXF,Combclaw Crayfish,,,,,,,,,
7WLXC,Christmas tree crayfish,,,,,,,,,
7WLXB,Stud Crayfish,,,,,,,,,
7WLXD,Disjunct Crayfish,,,,,,,,,
7WLRX,Mississippi flatwoods crayfish,,,,,,,,,
7WLRV,Cockscomb Crayfish,,,,,,,,,
7WLSQ,Santa Fe cave crayfish,,,,,,,,,
7WLS8,Red River Burrowing Crayfish,,,,,,,,,
7WLR2,Jackson prairie crayfish,,,,,,,,,
7WLYZ,Florida longbeak crayfish,,,,,,,,,
7WLRH,Poor Crayfish,,,,,,,,,
7WLRB,Brazoria crayfish,,,,,,,,,
7WLYR,vernal crayfish,,,,,,,,,
7WLYK,Giant Bearded Crayfish,,,,,,,,,
7WLYJ,Bog Crayfish,,,,,,,,,
7WLYQ,Sly Crayfish,,,,,,,,,
7WLYP,Grainy Crayfish,,,,,,,,,
7WLVF,Mane Crayfish,,,,,,,,,
7WLVG,Florida cave crayfish,,,,,,,,,
7WLV6,Spur Crayfish,,,,,,,,,
7WLVB,Blackwater Crayfish,,,,,,,,,
7WLTY,Mobile crayfish,,,,,,,,,
7WLV3,Blacknose Crayfish,,,,,,,,,
7WLTW,lagniappe crayfish,,,,,,,,,
7WLTX,Wingtail Crayfish,,,,,,,,,
7WLTR,javelin crayfish,,,,,,,,,
7WLTV,Hatchet Crayfish,,,,,,,,,
7WLTM,Smoothnose Crayfish,,,,,,,,,
7WLTP,Cut Crayfish,,,,,,,,,
7WLTK,Ornate Crayfish,,,,,,,,,
7WLTL,Jackknife Crayfish,,,,,,,,,
7WLX8,Brushnose Crayfish,,,,,,,,,
7WLX3,Flatnose Crayfish,,,,,,,,,
7WLWZ,"Black Creek Crayfish, spotted royal crayfish",,,,,,,,,
7WLWW,Pearl blackwater crayfish,,,,,,,,,
7WLWT,Carolina Sandhills Crayfish,,,,,,,,,
7WLWM,pallid cave crayfish,,,,,,,,,
7WLWK,Peninsula Crayfish,,,,,,,,,
7WLWJ,Ouachita River Crayfish,,,,,,,,,
7WLWF,Woodville Karst cave crayfish,,,,,,,,,
7WLWB,Okaloosa Crayfish,,,,,,,,,
7WLVY,Red River Crayfish,,,,,,,,,
7WLVV,Miami cave crayfish,,,,,,,,,
7WLVP,Lame Crayfish,,,,,,,,,
7WLVH,Hummock Crayfish,,,,,,,,,
7WLWP,Bismark Burrowing Crayfish,,,,,,,,,
7WLS9,bigcheek cave crayfish,,,,,,,,,
7WLXM,Irons Fork Burrowing Crayfish,,,,,,,,,
7WLY9,Mole Crayfish,,,,,,,,,
7WLY4,Southern Plains Crayfish,,,,,,,,,
7WLTZ,Coastal Lowland cave crayfish,,,,,,,,,
7WLV8,Osage burrowing crayfish,,,,,,,,,
7WLSY,Orange Lake cave crayfish,,,,,,,,,
7WLSZ,Twin Crawfish,,,,,,,,,
7WLWY,Ogeechee Crayfish,,,,,,,,,
7WLX4,Croatan Crayfish,,,,,,,,,
7WLVQ,Crisscross Crayfish,,,,,,,,,
7WLVS,Pamlico Crayfish,,,,,,,,,
7WLXG,Regal Burrowing Crayfish,,,,,,,,,
7WLVZ,Neches crayfish,,,,,,,,,
7WLTS,Free State Chimney Crawfish,,,,,,,,,
7WLW3,blackbelted crayfish,,,,,,,,,
7WLQX,Silver Glen Springs crayfish,,,,,,,,,
7WLYV,marbled crayfish,,,,,,,,,
7WLWR,flatland crayfish,,,,,,,,,
7WLQQ,Albaugh's crayfish,,,,,,,,,
7WLSV,Fayette's crayfish,,,,,,,,,
7WLVN,Caddo Chimney Crawfish,,,,,,,,,
7WLSR,Escambia crayfish,,,,,,,,,
7WLSS,Panhandle Crayfish,,,,,,,,,
7WLSM,Black Mottled Crayfish,,,,,,,,,
7WLSN,Humpback Crayfish,,,,,,,,,
7WLT2,Muddiver Crayfish,,,,,,,,,
7WLT3,Muckalee Crayfish,,,,,,,,,
7WLST,Slough Crayfish,,,,,,,,,
7WLSX,spinytail crayfish,,,,,,,,,
7WLT5,prairie crayfish,,,,,,,,,
7WLT6,southeastern prairie crayfish,,,,,,,,,
7WLTC,Shaggy Crayfish,,,,,,,,,
7WLTG,"Big Blue Springs cave crayfish, Big Blue Springs crayfish",,,,,,,,,
7WLT7,Straightedge Crayfish,,,,,,,,,
7WLQN,white river crawfish,,,,,,,,,
7WLRT,"red swamp crawfish, red swamp crayfish",,,,,,,,,
7WLSF,Southwestern Creek Crayfish,,,,,,,,,
7WLR9,Waccamaw crayfish,,,,,,,,,
7WLVX,Putnam County cave crayfish,,,,,,,,,
7WLRM,Blueclaw Chimney Crawfish,,,,,,,,,
7WLZ4,Southern White River Crawfish,,,,,,,,,
7WLW7,Nueces crayfish,,,,,,,,,
7WLY6,Parkhill Prairie crayfish,,,,,,,,,
7WLVL,shutispear crayfish,,,,,,,,,
7WLV4,Pee Dee lotic crayfish,,,,,,,,,
7WLRY,Carrollton crayfish,,,,,,,,,
7WLX6,bearded red crayfish,,,,,,,,,
7WLRQ,Cedar Creek Crayfish,,,,,,,,,
7WLSH,Edisto Crayfish,,,,,,,,,
7WLSK,Panama City crayfish,,,,,,,,,
7WLSL,Elegant Creek Crayfish,,,,,,,,,
7WLQV,coastal flatwoods crayfish,,,,,,,,,
7WLQZ,Wandering Crayfish,,,,,,,,,
7WLR3,ribbon crayfish,,,,,,,,,
7WLRF,Capillaceous Crayfish,,,,,,,,,
7WLQP,Vidalia Crayfish,,,,,,,,,
7WLQR,Everglades Crayfish,,,,,,,,,
7WLQS,Coastal Plain Crayfish,,,,,,,,,
7WLQT,sandhills crayfish,,,,,,,,,
7WLR4,Santee Crayfish,,,,,,,,,
7WLQH,Hatchie River Crayfish,,,,,,,,,
7WLQK,Orlando cave crayfish,,,,,,,,,
7WLQM,Sharpnose Crayfish,,,,,,,,,
7WLT9,Marsh Crayfish,,,,,,,,,
7W5ZB,Mammoth Cave crayfish,,,,,,,,,
7W5Y5,Tennessee cave crayfish,,,,,,,,,
7W5Z6,Appalachian Cave Crayfish,,,,,,,,,
7W5X4,Southern Cave Crayfish,,,,,,,,,
7W5ZV,Shelta Cave crayfish,,,,,,,,,
7TVPR,Blair's Fencing Crayfish,,,,,,,,,
7TVPQ,Sabine Fencing Crayfish,,,,,,,,,
7TVPT,Ouachita Fencing Crayfish,,,,,,,,,
7TVPS,ditch fencing crayfish,,,,,,,,,
7X2H3,Atlantic pincer lobster,,,,,,,,,
7X2GZ,Pacific pincer lobster,,,,,,,,,
7X2H5,Australian pincer lobster,,,,,,,,,
7X2XC,Nilenta lobsterette,,,,,,,,,
7X2X9,Patagonian lobsterette,,,,,,,,,
7X2X7,bellator lobster,,,,,,,,,
7W2Q4,mitten lobsterette,,,,,,,,,
7TNJN,scullptured lobster,,,,,,,,,
7TNJM,red lobster,,,,,,,,,
7TNJQ,banded lobster,,,,,,,,,
7Q8TZ,Atlantic deepsea lobster,,,,,,,,,
7Q8V3,prickly deep-sea lobster,,,,,,,,,
7VDPQ,American lobster,,,,,,,,,
7VDPS,European lobster,,,,,,,,,
7W2QF,Norway lobster,,,,,,,,,
7VDPP,Cape lobster,,,,,,,,,
7W2QS,prickly lobsterette,,,,,,,,,
7W2QR,Florida lobsterette,,,,,,,,,
7W2R4,ruby lobsterette,,,,,,,,,
7W2R8,"rosy lobsterette, two-toned lobsterette",,,,,,,,,
7W2R5,Pacific lobsterette,,,,,,,,,
7W2RB,Indian Ocean lobsterette,,,,,,,,,
7W2RC,red and white lobsterette,,,,,,,,,
7W2RD,grooved lobsterette,,,,,,,,,
7W2QT,scarlet lobsterette,,,,,,,,,
7W2QV,ridge-back lobsterette,,,,,,,,,
7W2QW,gladiator lobsterette,,,,,,,,,
7W2R2,Saya de Malha lobsterette,,,,,,,,,
7W2QQ,spinetail lobsterette,,,,,,,,,
7VTTK,Caribbean lobsterette,,,,,,,,,
7VTTY,velvet lobster,,,,,,,,,
7VTTX,red-banded lobster,,,,,,,,,
7VTTV,China lobster,,,,,,,,,
7VTTS,sculpted lobster,,,,,,,,,
7VTTT,Siboga lobster,,,,,,,,,
7VTTQ,Neptune lobster,,,,,,,,,
7VTTR,urugavian lobster,,,,,,,,,
7VTTN,Japanese lobster,,,,,,,,,
7VTTP,African lobster,,,,,,,,,
7VTTM,New Zealand lobster,,,,,,,,,
7P325,Formosa lobster,,,,,,,,,
7VTTJ,northwest lobster,,,,,,,,,
7VTTL,bight lobster,,,,,,,,,
7VTTH,Arafura lobster,,,,,,,,,
7P324,armoured lobster,,,,,,,,,
7VTTG,Andaman lobster,,,,,,,,,
7TJ9W,Debelius reef lobster,,,,,,,,,
7TJ9Z,bullseye reef lobster,,,,,,,,,
7TJB3,red reef lobster,,,,,,,,,
7TJ9P,flaming reef lobster,,,,,,,,,
7W94H,blue-fingered burrowing crayfish,,,,,,,,,
7W94N,macanudo crayfish,,,,,,,,,
7W94K,highland streams crayfish,,,,,,,,,
7S72M,Yumugima Crayfish,,,,,,,,,
7R7B8,"Tasmanian giant freshwater crayfish, giant freshwater crayfish",,,,,,,,,
7TLSW,Gamilaroi crayfish,,,,,,,,,
7TLSX,smooth crayfish,,,,,,,,,
7TLST,Eungella spiny crayfish,,,,,,,,,
7TLSV,red and blue spiny crayfish,,,,,,,,,
7TLT2,Tianjara crayfish,,,,,,,,,
7TLS6,Murray cray,,,,,,,,,
7TLS8,Balan spiny crayfish,,,,,,,,,
7TLS7,Sydney crayfish,,,,,,,,,
7TLSB,Mount Elliot crayfish,,,,,,,,,
7TLS9,Bidhawal crayfish,,,,,,,,,
7TLSF,Glenelg spiny crayfish,,,,,,,,,
7TLTY,strong crayfish,,,,,,,,,
7TLTX,Maleny crayfish,,,,,,,,,
7TLTW,Sutton's crayfish,,,,,,,,,
7TLTV,Lamington crayfish,,,,,,,,,
7TLTS,giant spiny crayfish,,,,,,,,,
7TLTR,small crayfish,,,,,,,,,
7TLTQ,small mountain crayfish,,,,,,,,,
7TLTP,Mount Glorious spiny crayfish,,,,,,,,,
7TLV5,Cardwell hairy crayfish,,,,,,,,,
7TLV4,Yarra spiny crayfish,,,,,,,,,
7TLV3,southern lobster,,,,,,,,,
7TLV2,Central Highlands spiny crayfish,,,,,,,,,
7TLTZ,Cudgegong Giant Spiny Crayfish,,,,,,,,,
7TLT9,terrestrial crayfish,,,,,,,,,
7TLTB,hinterland crayfish,,,,,,,,,
7TLTC,orange-bellied crayfish,,,,,,,,,
7TLTD,Monteith's crayfish,,,,,,,,,
7TLT4,Conondale spiny crayfish,,,,,,,,,
7TLT5,blue-black crayfish,,,,,,,,,
7TLT6,Jagara hairy crayfish,,,,,,,,,
7TLT8,Gippsland spiny crayfish,,,,,,,,,
7TLTK,many-bristled crayfish,,,,,,,,,
7TLTL,northern hairy crayfish,,,,,,,,,
7TLTM,Riek's crayfish,,,,,,,,,
7TLTN,Robert's crayfish,,,,,,,,,
7TLTF,Morgan's crayfish,,,,,,,,,
7TLTG,South Gippsland spiny crayfish,,,,,,,,,
7TLTH,new hairy crayfish,,,,,,,,,
7TLTJ,hairy cataract crayfish,,,,,,,,,
7TLSP,small spiny crayfish,,,,,,,,,
7TLSN,mud gully crayfish,,,,,,,,,
7TLSR,Orbost spiny crayfish,,,,,,,,,
7TLSQ,Fitzroy Falls spiny crayfish,,,,,,,,,
7TLSH,Ellen Clark's crayfish,,,,,,,,,
7TLSG,short thorax crayfish,,,,,,,,,
7TLSL,alpine crayfish,,,,,,,,,
7TLSJ,Clayton's crayfish,,,,,,,,,
7TLSZ,swollen crayfish,,,,,,,,,
7TLSY,bloodclaw crayfish,,,,,,,,,
7TLT3,southern hairy crayfish,,,,,,,,,
B75PN,Calcasieu crayfish,,,,,,,,,
BNFMN,Gap Ringed Crayfish,,,,,,,,,
B75PR,Ringed Crayfish,,,,,,,,,
B75PS,Creole Painted Crayfish,,,,,,,,,
B75PT,Gray-speckled Crayfish,,,,,,,,,
BNFMP,Western Painted Crayfish,,,,,,,,,
B75PQ,Meek's Crayfish,,,,,,,,,
BNFMM,Meek's Short Pointed Crayfish,,,,,,,,,
7T9YQ,Broad River Burrowing Crayfish,,,,,,,,,
7T9YP,Piedmont Prairie Burrowing Crayfish,,,,,,,,,
7T9YT,Saluda Burrowing Crayfish,,,,,,,,,
7T9YS,mimic crayfish,,,,,,,,,
7T9YX,Newberry Burrowing Crayfish,,,,,,,,,
7RTTJ,cypress crayfish,,,,,,,,,
7RTTK,least crayfish,,,,,,,,,
7RTTL,Angular Dwarf Crawfish,,,,,,,,,
7RTTM,Aransas Dwarf Crawfish,,,,,,,,,
7RTTN,swamp dwarf crayfish,,,,,,,,,
7RTTR,Fontal Dwarf Crawfish,,,,,,,,,
7RTTS,Cajun dwarf crayfish,,,,,,,,,
7RTTV,Brazos Dwarf Crawfish,,,,,,,,,
BN4TM,Appalachian Brook Crayfish,,,,,,,,,
BN4TL,Common Crayfish,,,,,,,,,
BNX8V,Ochlockonee Crayfish,,,,,,,,,
BNX8W,Seepage Crayfish,,,,,,,,,
BNX8S,Hobbs Field Crayfish,,,,,,,,,
BNX8T,Perfect Crayfish,,,,,,,,,
BNX8Y,Percy's Creek Crayfish,,,,,,,,,
BNX8X,Payne's Creek Crayfish,,,,,,,,,
BNX8N,Florida Cave Crayfish,,,,,,,,,
BNX8M,Alachua Light Fleeing Cave Crayfish,,,,,,,,,
BNX8R,Hookless Crayfish,,,,,,,,,
7XHHW,Brushpalm Crayfish,,,,,,,,,
BNX8L,Southeastern Prairie Crayfish,,,,,,,,,
B77DJ,Egyptian Crayfish,,,,,,,,,
BNRH5,Unarmed Crayfish,,,,,,,,,
BNRH4,Cope Ghost Crayfish,,,,,,,,,
9CJD6,deepsea shrimps,,,,,,,,,
9CJDY,hingebeak shrimp,,,,,,,,,
9CJDP,night shrimps,,,,,,,,,
9CJDF,glass shrimps,,,,,,,,,
84JVC,snapping shrimps,,,,,,,,,
84KKP,longeye shrimps,,,,,,,,,
9CJDQ,scissorfoot shrimps,,,,,,,,,
84LB5,"pistol shrimps, snapping shrimps",,,,,,,,,
9CQJD,"sand shrimp, sevenspine bay shrimp",,,,,,,,,
9CQGS,stout crangon,,,,,,,,,
9CQH9,ridged crangon,,,,,,,,,
9CQHD,"California bay shrimp, California shrimp",,,,,,,,,
9CQJ2,"blacktail bay shrimp, blacktailed shrimp",,,,,,,,,
9CQJ3,"bay shrimp, blackspotted bay shrimp",,,,,,,,,
9CQHJ,Holmes bay shrimp,,,,,,,,,
9CQGR,Alaska bay shrimp,,,,,,,,,
9D8TM,sculptured shrimp,,,,,,,,,
9D59Y,Norwegian shrimp,,,,,,,,,
9D8P6,Sars shrimp,,,,,,,,,
9D8P7,sevenline shrimp,,,,,,,,,
9CZB7,horned shrimp,,,,,,,,,
9CNZT,Nelson argid,,,,,,,,,
9CNZN,slope argid,,,,,,,,,
9CNZW,spliteye argid,,,,,,,,,
