col_id,vernacular_names_eng,vernacular_names_spa,vernacular_names_por,vernacular_names_fra,vernacular_names_rus,vernacular_names_deu,vernacular_names_ita,vernacular_names_jpn,vernacular_names_zho,vernacular_names_kor
9CNZQ,Arctic argid,,,,,,,,,
9CNZP,rough argid,,,,,,,,,
9CNZL,Alaska argid,,,,,,,,,
9CNZS,kuro shrimp,,,,,,,,,
9D7ZW,saddleback shrimp,,,,,,,,,
9CWRS,abyssal crangon,,,,,,,,,
9CWRT,"gray shrimp, grey shrimp, twospine crangon",,,,,,,,,
9CTST,deepsea spinyhead,,,,,,,,,
9CTSN,southern spinyhead,,,,,,,,,
9CTS4,coastal spinyhead,,,,,,,,,
9CTRD,forked spinyhead,,,,,,,,,
9CSGT,smooth bay shrimp,,,,,,,,,
9CTDR,miniature spinyhead,,,,,,,,,
9CTDQ,northern spinyhead,,,,,,,,,
9CRQM,northern ambereye,,,,,,,,,
9CRQL,Pacific ambereye,,,,,,,,,
9CNFJ,peaked shrimp,,,,,,,,,
9CXKC,Japanese spinyridge,,,,,,,,,
9DDHS,Krygier spinytail,,,,,,,,,
9DDHR,Quayle spinytail,,,,,,,,,
9CQ6P,Hawaiian hingebeak,,,,,,,,,
9CQ6Q,Henderson hingebeak,,,,,,,,,
9CQ6K,orange hingebeak,,,,,,,,,
9CQ6M,banded hingebeak,,,,,,,,,
9CQ6T,reticulated hingebeak,,,,,,,,,
9CQ6V,mechanical shrimp,,,,,,,,,
9CQ6R,candystripe hingebeak,,,,,,,,,
9CQ6S,Manning hingebeak,,,,,,,,,
9D7XW,hingebeak shrimp,,,,,,,,,
9D7ZH,rabbitnose shrimp,,,,,,,,,
9D7ZB,serrated hingebeak,,,,,,,,,
9D7YZ,Rathbun hingebeak,,,,,,,,,
9D62P,grass night shrimp,,,,,,,,,
9D63Q,night shrimp,,,,,,,,,
9D627,Bermuda night shrimp,,,,,,,,,
9D62T,Hawaiian night shrimp,,,,,,,,,
9CZ3C,deepwater bigeye,,,,,,,,,
9CZ2Y,northern longbeak,,,,,,,,,
9CZ4S,sparkling shrimp,,,,,,,,,
9CZ3S,Alaskan pink shrimp,,,,,,,,,
9CZ4Z,Aesop shrimp,,,,,,,,,
9CZ4D,ocean shrimp,,,,,,,,,
9CZ45,humpy shrimp,,,,,,,,,
9CZ3G,northern shrimp,,,,,,,,,
9CZ3B,Aleutian bigeye,,,,,,,,,
9CZ5S,roughpatch shrimp,,,,,,,,,
9CZ47,California longbeak,,,,,,,,,
9CZ64,yellowleg pandalid,,,,,,,,,
9CZ59,spot shrimp,,,,,,,,,
9CZ49,coonstriped shrimp,,,,,,,,,
9CZ3Q,dock shrimp,,,,,,,,,
9CZ3R,"sidestripe shrimp, sidestriped shrimp",,,,,,,,,
9D47L,soldier striped shrimp,,,,,,,,,
9D46L,"lesser striped shrimp, striped shrimp",,,,,,,,,
9D48M,Mexican longbeak,,,,,,,,,
9D48L,golden shrimp,,,,,,,,,
9D46T,Gondwana striped shrimp,,,,,,,,,
9D4B7,Guinea striped shrimp,,,,,,,,,
9D47N,"gladiator striped shrimp, striped gladiator shrimp",,,,,,,,,
9D48S,narwal shrimp,,,,,,,,,
9CQNK,bristled longbeak,,,,,,,,,
9CZ6Q,hinged longbeak,,,,,,,,,
9CRLG,smooth nylon shrimp,,,,,,,,,
9CRL5,armed nylon shrimp,,,,,,,,,
9GNC6,Pederson cleaner shrimp,,,,,,,,,
9GNBW,Holthuis cleaner shrimp,,,,,,,,,
9GNGN,sea squirt shrimp,,,,,,,,,
9GP5S,American grass shrimp,,,,,,,,,
9GNFK,shortleg river prawn,,,,,,,,,
9GNZH,Hawaiian pearl-oyster shrimp,,,,,,,,,
9GNZP,giant-clam shrimp,,,,,,,,,
9GT2W,longtail grass shrimp,,,,,,,,,
9GQHG,seafan shrimp,,,,,,,,,
9GPS4,Bermuda sponge shrimp,,,,,,,,,
9GT2J,clear cleaner shrimp,,,,,,,,,
9GQ39,slate-pencil urchin shrimp,,,,,,,,,
9GPTG,harlequin shrimp,,,,,,,,,
9GNS6,Purgatory cave shrimp,,,,,,,,,
9GSMJ,whitestripe urchin shrimp,,,,,,,,,
9GSWZ,Holthuis urchin shrimp,,,,,,,,,
9GSX2,"black urchin shrimp, black-urchin shrimp",,,,,,,,,
9GQN3,whitebelly prawn,,,,,,,,,
9GQN4,spider prawn,,,,,,,,,
9GQMZ,estuarine prawn,,,,,,,,,
9GPM5,Hawaiian cave shrimp,,,,,,,,,
9GPM2,spotted bumblebee shrimp,,,,,,,,,
9GPLS,bumblebee shrimp,,,,,,,,,
9GPLW,"circled shrimp, circled squat shrimp",,,,,,,,,
9GQ2M,Ganges delta prawn,,,,,,,,,
9GQ2P,Bombay prawn,,,,,,,,,
9GPLQ,squat urchin shrimp,,,,,,,,,
9GNPD,twoclaw shrimp,,,,,,,,,
9GQ3W,Wellington shrimp,,,,,,,,,
9GR85,"Maui anchialine shrimp, anchialine pool shrimp",,,,,,,,,
9GT5T,Hawaiian rockpool shrimp,,,,,,,,,
9GR8G,southern algae shrimp,,,,,,,,,
9GSZJ,pale sponge shrimp,,,,,,,,,
9GRFB,Caribbean ascidian shrimp,,,,,,,,,
9GRJ7,clear sponge shrimp,,,,,,,,,
9GRHB,black sponge shrimp,,,,,,,,,
9GRHL,Tortugas bigclaw,,,,,,,,,
9GQNM,seawhip shrimp,,,,,,,,,
9GS2C,Caribbean pen shrimp,,,,,,,,,
9GS29,pearl oyster shrimp,,,,,,,,,
9GRZW,Atlantic pen shrimp,,,,,,,,,
9GS28,Atlantic pearl oyster shrimp,,,,,,,,,
9GQYW,Balcones cave shrimp,,,,,,,,,
9GQZW,"Florida cave shrimp, Squirrel Chimney Cave shrimp",,,,,,,,,
9GR34,Hilton shrimp,,,,,,,,,
9GR4G,mam tom prawn,,,,,,,,,
9GR3J,Mississippi grass shrimp,,,,,,,,,
9GR6Z,roshma prawn,,,,,,,,,
9GR24,feeble shrimp,,,,,,,,,
9GR3B,striped river prawn,,,,,,,,,
9GR7N,"common American prawn, common grass shrimp, marsh grass shrimp, marsh shrimp",,,,,,,,,
9GR7H,Atlantic ditch shrimp,,,,,,,,,
9GR49,"migrant prawn, oriental shrimp",,,,,,,,,
9GR6K,common prawn,,,,,,,,,
9GR2Q,Florida grass shrimp,,,,,,,,,
9GQWD,rockpool prawn,,,,,,,,,
9GR64,barred grass shrimp,,,,,,,,,
9GR58,"Caribbean bait prawn, crossbanded grass shrimp",,,,,,,,,
9GQZT,mangrove prawn,,,,,,,,,
9GQYK,Baltic prawn,,,,,,,,,
9GR48,delta prawn,,,,,,,,,
9GR2X,Chinese ditch prawn,,,,,,,,,
9GR5H,gladiator prawn,,,,,,,,,
9GR4B,Zaire prawn,,,,,,,,,
9GR5L,"American grass shrimp, potitinga prawn",,,,,,,,,
9GR5J,"Indian bait prawn, Pacific grass shrimp",,,,,,,,,
9GR6L,carpenter prawn,,,,,,,,,
9GQWT,lake prawn,,,,,,,,,
9GQYT,Cipango prawn,,,,,,,,,
9GR7R,Posidonia prawn,,,,,,,,,
9GQXB,oriental prawn,,,,,,,,,
9GQX9,ridgetail prawn,,,,,,,,,
9GR79,Texas river shrimp,,,,,,,,,
9GR7B,Tonkin grass shrimp,,,,,,,,,
9GR5Z,daggerblade grass shrimp,,,,,,,,,
9GR6Q,Chinese grass shrimp,,,,,,,,,
9GQYC,Siberian prawn,,,,,,,,,
9GR5K,"Eastern grass shrimp, riverine grass shrimp",,,,,,,,,
9GRPD,emperor shrimp,,,,,,,,,
9GRL6,iridescent shrimp,,,,,,,,,
9GRRF,gorgonian shrimp,,,,,,,,,
9GRTD,spotted cleaner shrimp,,,,,,,,,
9GRL3,Bermuda shrimp,,,,,,,,,
9GRLG,basketstar shrimp,,,,,,,,,
9GRSL,seastar shrimp,,,,,,,,,
9GPPP,flattened shrimp,,,,,,,,,
9GPZB,brown grass shrimp,,,,,,,,,
9GPYX,red-algae shrimp,,,,,,,,,
9GQCT,"Buchura river prawn, bristled river shrimp",,,,,,,,,
9GQ8P,cascade river prawn,,,,,,,,,
9GQ5J,Noumea river prawn,,,,,,,,,
9GQ5P,Amazon River prawn,,,,,,,,,
9GQ63,koua river prawn,,,,,,,,,
9GQ5Q,cauque river prawn,,,,,,,,,
9GQ6K,New Caledonia river prawn,,,,,,,,,
9GQ69,birma river prawn,,,,,,,,,
9GQ7M,Congo River prawn,,,,,,,,,
9GQ77,Kaira river prawn,,,,,,,,,
9GQ7V,sweet river prawn,,,,,,,,,
9GQ7S,rough river prawn,,,,,,,,,
9GQCS,"Ohio River shrimp, Ohio shrimp",,,,,,,,,
9GQ5F,cinnamon river shrimp,,,,,,,,,
9GQ6N,"bigclaw river shrimp, painted river prawn",,,,,,,,,
9GQGT,African river prawn,,,,,,,,,
9GQCK,oriental river prawn,,,,,,,,,
9GQD4,Patsa River prawn,,,,,,,,,
9GQBT,knobtooth prawn,,,,,,,,,
9GQBS,monsoon river prawn,,,,,,,,,
9GQBN,brackish river prawn,,,,,,,,,
9GQB9,Madagascar scale prawn,,,,,,,,,
9GQB8,Malayan scale prawn,,,,,,,,,
9GQGS,dimua river prawn,,,,,,,,,
9GQG4,longarm river prawn,,,,,,,,,
9GQFJ,Sunda river prawn,,,,,,,,,
9GQFD,Goda River prawn,,,,,,,,,
9GQF5,hairy river prawn,,,,,,,,,
9GQF3,giant river prawn,,,,,,,,,
9GQDV,Volta River prawn,,,,,,,,,
9GQDD,muff prawn,,,,,,,,,
9GQ9F,Jaro river prawn,,,,,,,,,
9GQ9H,Agar River prawn,,,,,,,,,
9GQ8Z,orana river prawn,,,,,,,,,
9GQ84,crane river prawn,,,,,,,,,
9GQ8D,Hawaiian river shrimp,,,,,,,,,
9GQB6,scissor river prawn,,,,,,,,,
9GQB7,mountain river prawn,,,,,,,,,
9GQB4,riceland prawn,,,,,,,,,
9GQB5,"monkey river prawn, monkey river shrimp",,,,,,,,,
9GQB3,Philippine river prawn,,,,,,,,,
9GQ9Z,kuncho river prawn,,,,,,,,,
9GW4P,changallo shrimp,,,,,,,,,
9CZQY,grooveback shrimp,,,,,,,,,
9D29C,Pacific glass shrimp,,,,,,,,,
9D292,ghost comb shrimp,,,,,,,,,
9D29V,white glass shrimp,,,,,,,,,
9D294,pink glass shrimp,,,,,,,,,
9D29X,crimson pasiphaeid,,,,,,,,,
8V8S8,zostera shrimp,,,,,,,,,
8V8RZ,false zostera shrimp,,,,,,,,,
8V8RG,kelp humpback shrimp,,,,,,,,,
8V8RF,California green shrimp,,,,,,,,,
8V8RH,cerulean sargassum shrimp,,,,,,,,,
8VC8K,eyespot shrimp,,,,,,,,,
8VC8J,marbled shrimp,,,,,,,,,
8V95M,slender sargassum shrimp,,,,,,,,,
8V95P,platenose shrimp,,,,,,,,,
8V95S,flatnose shrimp,,,,,,,,,
8V95J,hoso shrimp,,,,,,,,,
8V95K,medusa shrimp,,,,,,,,,
8VCRM,serrate arrow shrimp,,,,,,,,,
8VCRK,arrow shrimp,,,,,,,,,
8V75D,bigclaw hippolyte,,,,,,,,,
853FD,Hawaiian snapping shrimp,,,,,,,,,
8533J,forceps shrimp,,,,,,,,,
84WXR,Northern hooded shrimp,,,,,,,,,
84WXS,visored shrimp,,,,,,,,,
3DB9P,,,,,,,,ミズヒキホシエソ (mizuhikihoshieso),,
84WXT,urchin visored shrimp,,,,,,,,,
84WXP,kelp visored shrimp,,,,,,,,,
84WXQ,abalone visored shrimp,,,,,,,,,
84WXV,fuzzy hooded shrimp,,,,,,,,,
84WXN,mudflat visored shrimp,,,,,,,,,
85557,twoclaw snapping shrimp,,,,,,,,,
8555D,red-coral pistol shrimp,,,,,,,,,
8555X,turtlegrass snapping shrimp,,,,,,,,,
85562,loggerhead snapping shrimp,,,,,,,,,
8555V,minor snapping shrimp,,,,,,,,,
8555J,speckled snapping shrimp,,,,,,,,,
8555Q,littoral pistol shrimp,,,,,,,,,
84W69,tongclaw snapping shrimp,,,,,,,,,
853FB,anchialine snapping shrimp,,,,,,,,,
84W8B,brownbar snapping shrimp,,,,,,,,,
84W7F,petroglyph shrimp,,,,,,,,,
874L6,Rich Palmer's snapping shrimp,,,,,,,,,
84W7N,estuarine snapping shrimp,,,,,,,,,
84W7D,cylindrical snapping shrimp,,,,,,,,,
84W7B,dotted snapping shrimp,,,,,,,,,
84W8Y,orangetail snapping shrimp,,,,,,,,,
84W76,twistclaw pistol shrimp,,,,,,,,,
84W8Q,smoothclaw snapping shrimp,,,,,,,,,
84W74,mudflat snapping shrimp,,,,,,,,,
84W6V,olive snapping shrimp,,,,,,,,,
84W6H,bluntclaw snapping shrimp,,,,,,,,,
84W7R,striped snapping shrimp,,,,,,,,,
84W8K,green snapping shrimp,,,,,,,,,
84W7Q,sand snapping shrimp,,,,,,,,,
84W6M,brown snapping shrimp,,,,,,,,,
84W8J,hammerclaw snapping shrimp,,,,,,,,,
84W6N,banded snapping shrimp,,,,,,,,,
84W7Y,bigclaw snapping shrimp,,,,,,,,,
84W9G,snowflake snapping shrimp,,,,,,,,,
84W7Z,armed snapping shrimp,,,,,,,,,
84W83,Japanese snapping shrimp,,,,,,,,,
84W9D,bristle snapping shrimp,,,,,,,,,
84W9F,Queensland snapping shrimp,,,,,,,,,
84W8D,coral snapping shrimp,,,,,,,,,
84W6W,flathead snapping shrimp,,,,,,,,,
84W6Z,teppo snapping shrimp,,,,,,,,,
84W7H,forceps snapping shrimp,,,,,,,,,
84W7P,nymph snapping shrimp,,,,,,,,,
84W7S,red snapping shrimp,,,,,,,,,
84W7T,daisy snapping shrimp,,,,,,,,,
8VBLV,sand longeye shrimp,,,,,,,,,
8VBLY,telescope shrimp,,,,,,,,,
8VBLT,estuarine longeye shrimp,,,,,,,,,
8V9JM,Indian lined shrimp,,,,,,,,,
8V9JN,peppermint shrimp,,,,,,,,,
8V9JB,"lined shrimp, red rock shrimp",,,,,,,,,
8V9JJ,Monaco shrimp,,,,,,,,,
8V9JH,Rathbun cleaner shrimp,,,,,,,,,
8V9JC,"cleaner shrimp, redbacked cleaner shrimp",,,,,,,,,
8V9J8,scarlet cleaner shrimp,,,,,,,,,
8V8BP,"cock shrimp, redleg humpback shrimp",,,,,,,,,
8V8BN,companion shrimp,,,,,,,,,
8V8BM,hunter shrimp,,,,,,,,,
8V8PZ,"Puget coastal shrimp, barred shrimp",,,,,,,,,
8V8PG,Franciscan coastal shrimp,,,,,,,,,
8V8PK,flexed shrimp,,,,,,,,,
8V8PJ,toy shrimp,,,,,,,,,
8V8PW,Tsuno shrimp,,,,,,,,,
8V8Q3,Stimpson coastal shrimp,,,,,,,,,
8V8P7,"shortspine shrimp, stout coastal shrimp",,,,,,,,,
8V8Q6,slender coastal shrimp,,,,,,,,,
8V8PV,California coastal shrimp,,,,,,,,,
8V8PT,intertidal coastal shrimp,,,,,,,,,
8V8Q5,Taylor coastal shrimp,,,,,,,,,
8V8P9,smalleye coastal shrimp,,,,,,,,,
8V8P6,island coastal shrimp,,,,,,,,,
8V8Q7,threespine coastal shrimp,,,,,,,,,
8V8Q4,stiletto coastal shrimp,,,,,,,,,
8V8PR,Aleutian coastal shrimp,,,,,,,,,
8V8P8,Northern coastal shrimp,,,,,,,,,
8V8PN,Kincaid coastal shrimp,,,,,,,,,
8V8PS,Alaska coastal shrimp,,,,,,,,,
8V8Q2,Sitka coastal shrimp,,,,,,,,,
8V8PF,slenderbeak coastal shrimp,,,,,,,,,
8V8PM,Herdman coastal shrimp,,,,,,,,,
8V8PD,elegant coastal shrimp,,,,,,,,,
8V882,Berkeley eualid,,,,,,,,,
8V87Y,beaked eualid,,,,,,,,,
8V88F,Greenland shrimp,,,,,,,,,
8V88P,Townsend eualid,,,,,,,,,
8V88H,doll eualid,,,,,,,,,
8V88N,shortscale eualid,,,,,,,,,
8V888,circumpolar eualid,,,,,,,,,
8V88D,striped eualid,,,,,,,,,
8V887,Arctic eualid,,,,,,,,,
8V883,deepsea eualid,,,,,,,,,
8V87Z,barbed eualid,,,,,,,,,
8VKJV,bigeye eualid,,,,,,,,,
8V95X,cataleptic lebbeid,,,,,,,,,
8V962,spiny lebbeid,,,,,,,,,
8V969,Possjet lebbeid,,,,,,,,,
8V96C,offshore lebbeid,,,,,,,,,
8V96D,slope lebbeid,,,,,,,,,
8V963,Laguna lebbeid,,,,,,,,,
8V968,Okhotsk lebbeid,,,,,,,,,
8V965,polar lebbeid,,,,,,,,,
8VCQ4,bryozoan shrimp,,,,,,,,,
8VCQ5,Manning grass shrimp,,,,,,,,,
8VCQ2,"anemone shrimp, dancing shrimp, high-tailed shrimp, sexy shrimp, squat anemone shrimp",,,,,,,,,
8VCQ3,squat grass shrimp,,,,,,,,,
8VCH7,Rathbun blade shrimp,,,,,,,,,
8VCHS,Murdoch blade shrimp,,,,,,,,,
8VCJ3,offshore blade shrimp,,,,,,,,,
8VCJ6,parrot shrimp,,,,,,,,,
8VCHJ,slender blade shrimp,,,,,,,,,
8VCJ7,blunt blade shrimp,,,,,,,,,
8VCHX,deep blade shrimp,,,,,,,,,
8VCHW,punctate blade shrimp,,,,,,,,,
8VCJ5,Snyder blade shrimp,,,,,,,,,
8VCHC,Dall blade shrimp,,,,,,,,,
8VCHT,oval blade shrimp,,,,,,,,,
8VCLV,California freshwater shrimp,,,,,,,,,
8VCLW,"Pasadena freshwater shrimp, Pasadena shrimp",,,,,,,,,
8VBR2,"Kentucky cave shrimp, Mammoth cave shrimp",,,,,,,,,
8VBQZ,Alabama cave shrimp,,,,,,,,,
8V756,smooth caridina,caridina lisa,,saltarelle glabre,,,,,,
8V755,needlenose caridina,caridina aguja,,saltarelle aiguille,,,,,,
8V75B,Tonkin caridina,caridina tonkinesa,,saltarelle tonkinoise,,,,,,
8V758,Bengal caridina,caridina bengalí,,saltarelle bengalaise,,,,,,
8V75C,pugnose caridina,caridina ñata,,saltarelle nez-camus,,,,,,
8V74Z,African caridina,caridina africana,,,,,,,,
8V757,common caridina,,,,,,,,,
8V754,Malagasy caridina,caridina malagacha,,,,,,,,
8VBY6,potimirim,,,,,,,,,
8VK2M,Koros shrimp,camarón koros,,saltarelle koros,,,,,,
8V6NL,Lauan anchialine shrimp,,,,,,,,,
8V8MN,"Hawaiian red shrimp, red pond shrimp",,,,,,,,,
8VLGQ,cherry shrimp,,,,,,,,,
8VBCW,"Japanese swamp shrimp, sawtooth caridina",caridina sierra,,saltarelle scie,,,,,,
8VBRW,Nuka shrimp,,,,,,,,,
8V6XS,"African fan shrimp, African filter shrimp, African giant shrimp, Cameroon fan shrimp, Gabon shrimp, blue rhino shrimp, vampire shrimp",camarón gabonés,,saltarelle gabonaise,,,,,,
8V6XV,basket shrimp,camarón cestillo,,saltarelle panier,,,,,,
8V6Y4,"camacuto shrimp, jonga",camarón camacuto,,saltarelle camacuto,,,,,,
8V7TR,"camarón soldado, saltarelle soldat, soldier brush shrimp",,,,,,,,,
9CRX4,combclaw shrimp,,,,,,,,,
9CRX3,robust glass shrimp,,,,,,,,,
9CRWW,Hawaiian glass shrimp,,,,,,,,,
9CRWR,Bermuda comb shrimp,,,,,,,,,
9CRWZ,light glass shrimp,,,,,,,,,
9CRX7,carinate glass shrimp,,,,,,,,,
8V73W,Hawaiian hypogeal shrimp,,,,,,,,,
8VBRY,candycane shrimp,,,,,,,,,
8VBRZ,sugarcane shrimp,,,,,,,,,
C3MXH,stilt-legged mites,,,,,,,,,
9CM,"dipsocorids, jumping ground bugs",,,,,,,,,
G3F,jumping ground bugs,,,,,,,,,
JQY,big-eyed minute litter leaf bugs,,,,,,,,,
3TRSQ,schizopterids,,,,,,,,,
CNB,"pond treaders, pondweed bugs, water treaders",,,,,,,,,
6252Q,velvet water bugs,,,,,,,,,
B3HG7,"mole crabs, sand crabs",,,,,,,,,
B3HG8,spiny sand crabs,,,,,,,,,
B3HHL,porcelain crabs,,,,,,,,,
B3FV8,squat lobsters,,,,,,,,,
B3HHF,deepwater hermit crabs,,,,,,,,,
B3FT9,"left-handed hermit crabs, lefthanded hermit crabs",,,,,,,,,
B3GXT,land hermit crabs,,,,,,,,,
B3FXX,right-handed hermit crabs,,,,,,,,,
B3HGX,"yeti crabs, yeti lobsters",,,,,,,,,
B3FVW,king crabs,,,,,,,,,
B3K8M,"blanket-crabs, blanket-hermit crabs",,,,,,,,,
B3GXV,"coconut crab, palm thief, robber crab",,,,,,,,,
B3WMM,hairy stone crab,,,,,,,,,
B3TM7,Pacific mole crab,,,,,,,,,
4ZGMZ,Eshowe Redeye Cicada,,,,,,,,,
4ZGMX,Empangeni Redeye Cicada,,,,,,,,,
B3R3Z,Atlantic sand crab,,,,,,,,,
B3R3N,Pacific sand crab,,,,,,,,,
B3R3Q,Benedict sand crab,,,,,,,,,
B3R3W,Puerto Rican sand crab,,,,,,,,,
B3MSS,spiny mole crab,,,,,,,,,
B8G2Z,spiny porcelain crab,,,,,,,,,
B85YH,pentagonal porcelain crab,,,,,,,,,
B8DBB,hairyclaw porcelain crab,,,,,,,,,
B872Q,striped porcelain crab,,,,,,,,,
B872P,spotted porcelain crab,,,,,,,,,
B86JJ,"red-reef porcelain crab, redreef porcelain crab",,,,,,,,,
B86K4,sculptured porcelain crab,,,,,,,,,
B86K3,thickclaw porcelain crab,,,,,,,,,
B86K2,pubescent porcelain crab,,,,,,,,,
B89CQ,Riise porcelain crab,,,,,,,,,
B86JY,pilose porcelain crab,,,,,,,,,
B86JT,wormreef porcelain crab,,,,,,,,,
B86JR,sponge porcelain crab,,,,,,,,,
B84BN,olivepit porcelain crab,,,,,,,,,
B8GNW,western tube crab,,,,,,,,,
B86ZH,eastern tube crab,,,,,,,,,
B86QX,red porcelain crab,,,,,,,,,
B86R5,flattop crab,,,,,,,,,
B86RY,redback porcelain crab,,,,,,,,,
B86RM,"red-white porcelain crab, redwhite porcelain crab",,,,,,,,,
B86RR,chocolate porcelain crab,,,,,,,,,
B86R8,banded porcelain crab,,,,,,,,,
B86QT,Cabrillo porcelain crab,,,,,,,,,
B86QW,flat porcelain crab,,,,,,,,,
B86QQ,green porcelain crab,,,,,,,,,
B84TS,"pelagic red crab, tuna crab",,,,,,,,,
B4FG2,green-eyed hermit crab,,,,,,,,,
B4FLT,hairy-clawed hermit crab,,,,,,,,,
B43FV,"cloaked hermit crab, monkey-nut hermit crab",,,,,,,,,
B3N24,orangeclaw hermit,,,,,,,,,
B3MZZ,whitebanded hermit,,,,,,,,,
B3MZJ,Hawaiian hermit,,,,,,,,,
B3MZF,Hawaiian whitefoot hermit,,,,,,,,,
B3MZL,redleg calcinus,,,,,,,,,
B3MZK,hidden hermit,,,,,,,,,
B3MZ7,elegant hermit,,,,,,,,,
B3MZC,Guam hermit,,,,,,,,,
B3MZD,darkglove hermit,,,,,,,,,
B3MZ4,argus hermit,,,,,,,,,
B3YG9,red reef hermit,,,,,,,,,
B3YGR,island hermit,,,,,,,,,
B3YG6,digger hermit,,,,,,,,,
B3YH6,bandeye hermit,,,,,,,,,
B3YGY,"blue-eye hermit, blue-eyed hermit",,,,,,,,,
B3YH9,furry hermit,,,,,,,,,
CHVRV,Hercules hermit crab,,,,,,,,,
B3Z7R,giant hermit,,,,,,,,,
B3VL8,moon snail hermit,,,,,,,,,
B3VL9,surf hermit,,,,,,,,,
B3Q7R,red brocade hermit,,,,,,,,,
B3Q7Z,bloody hermit,,,,,,,,,
B3Q7W,whitespotted hermit,,,,,,,,,
B3Q7J,jeweled anemone hermit,,,,,,,,,
B3Q7H,bareye hermit,,,,,,,,,
B3Q87,stareye hermit,,,,,,,,,
B3Q7G,pale anemone hermit,,,,,,,,,
B3P5W,tricolor hermit,,,,,,,,,
B3P5Z,zebra hermit,,,,,,,,,
B3P5Y,thinstripe hermit,,,,,,,,,
B3LXH,reticulated Hawaiian hermit,,,,,,,,,
B3LXJ,hairy yellow hermit,,,,,,,,,
B3GXX,"coconut crab, palm thief, robber crab",,,,,,,,,
B3P7Z,land hermit,,,,,,,,,
B424V,broadhand coral hermit,,,,,,,,,
B46CC,stellate hermit,,,,,,,,,
B3QSP,tubeworm hermit,,,,,,,,,
B3Y96,toothshell hermit,,,,,,,,,
B3R2F,Pacific red hermit,,,,,,,,,
B3R2G,widehand hermit,,,,,,,,,
B3R2D,purple hermit,,,,,,,,,
B3VS6,splendid hermit,,,,,,,,,
B3ZBN,red-striped hermit,,,,,,,,,
B3ZBP,polkadotted hermit,,,,,,,,,
B3SSK,coralthicket hermit,,,,,,,,,
B3YKP,"dimpled hermit, palmate hermit crab",,,,,,,,,
B3YJS,wormreef hermit,,,,,,,,,
B4F7X,longfinger hermit,,,,,,,,,
B3YKX,"long-armed hermit crab, longwrist hermit",,,,,,,,,
B3YLF,"flatclaw hermit, gray hermit crab",,,,,,,,,
B3YM6,longhand hermit,,,,,,,,,
B3YJY,hornyhand hermit,,,,,,,,,
B3YM8,fuzzy hermit,,,,,,,,,
B4F97,Pribilof hermit,,,,,,,,,
B3YJN,sponge hermit,,,,,,,,,
B3YM4,Stevens hermit,,,,,,,,,
B3YK4,whiteknee hermit,,,,,,,,,
B3YJK,Bering hermit,,,,,,,,,
B3YKJ,maroon hermit,,,,,,,,,
B3YKD,grainyhand hermit,,,,,,,,,
B3YLV,blueband hermit,,,,,,,,,
B3YKK,hairy hermit,,,,,,,,,
B3YJX,knobbyhand hermit,,,,,,,,,
B3YLQ,bandclaw hermit,,,,,,,,,
B3YM3,spotwrist hermit,,,,,,,,,
B3YJT,greenmark hermit,,,,,,,,,
B3YKR,bluespine hermit,,,,,,,,,
B3YLX,setose hermit,,,,,,,,,
B3YJ9,"Aleutian hermit, Aleutican hermit",,,,,,,,,
B3YL9,Alaskan hermit,,,,,,,,,
B3YJH,armed hermit,,,,,,,,,
B3YHQ,fast hermit,,,,,,,,,
B3YHX,Nomuras hermit,,,,,,,,,
B85GH,Yeti crab,,,,,,,,,
B3Y3B,granular claw crab,,,,,,,,,
B3ZFN,scaled crab,,,,,,,,,
B3Q9T,wrinkled crab,,,,,,,,,
B3T7L,hairy crab,,,,,,,,,
B3T7H,furry crab,,,,,,,,,
B3T7K,soft crab,,,,,,,,,
B3L47,spiny lithode crab,,,,,,,,,
B427X,rhinoceros crab,,,,,,,,,
B3PQ3,butterfly crab,,,,,,,,,
B3PQ2,umbrella crab,,,,,,,,,
B49YB,brown box crab,,,,,,,,,
B49YC,Puget Sound king crab,,,,,,,,,
B3WGK,Norway king crab,,,,,,,,,
B3WGB,scarlet king crab,,,,,,,,,
B3J56,golden king crab,,,,,,,,,
B3ZCX,"flatspine triangle crab, heart crab",,,,,,,,,
B3YRZ,California king crab,,,,,,,,,
B3JCF,blue king crab,,,,,,,,,
B3JCD,red king crab,,,,,,,,,
B3VYV,California mole crab,,,,,,,,,
B4499,blind mole crab,,,,,,,,,
B3LLN,beach mole crab,,,,,,,,,
B3LLJ,surf mole crab,,,,,,,,,
44G9F,"Western Yellow Wagtail, Yellow Wagtail",,,,,,,,,
44G9C,Citrine Wagtail,,,,,,,,,
6S388,Cape Wagtail,,,,,,,,,
44G9D,"Grey-backed Wagtail, Long-tailed Wagtail, Mountain Wagtail",,,,,,,,,
44G9G,Madagascar Wagtail,,,,,,,,,
44G99,White Wagtail,Lavandera blanca,,,,,,,,
734HX,Abyssinian Longclaw,,,,,,,,,
72SHW,Grimwood's Longclaw,,,,,,,,,
72SHX,Yellow-throated Longclaw,,,,,,,,,
6QSHW,Fülleborn's Longclaw,,,,,,,,,
6R4HX,Cape Longclaw,,,,,,,,,
734HY,Rosy-throated Longclaw,,,,,,,,,
6QSHX,Pangani Longclaw,,,,,,,,,
BSFW7,whirligig mites,,,,,,,,,
BSH4P,whirligig mites,,,,,,,,,
9PW,gnat bugs,,,,,,,,,
